,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GN152597,S,R,R,R,S,S,S,S,R,S,S,S,S,S,I,S,S
GN152607,R,R,R,S,S,R,R,R,I,R,R,S,R,R,R,S,R
GN152662,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN160317,S,S,R,S,S,I,S,S,S,S,S,S,S,S,S,S,S
GN160567,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN160965,S,R,R,S,S,R,S,S,S,S,I,S,S,S,I,S,S
GN160979,S,R,I,R,S,I,S,S,R,S,S,S,S,S,S,S,S
GN161210,R,R,R,R,S,R,R,S,R,S,R,S,S,S,R,S,S
GN162020,S,R,R,S,S,S,S,S,S,S,S,S,S,R,R,S,S
GN162043,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN162070,S,R,R,S,S,R,S,S,R,S,I,S,S,S,I,S,R
GN162167,R,R,R,R,S,R,S,S,R,S,I,S,S,S,R,S,S
GN162458,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN162911,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN163391,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN163460,S,R,I,S,S,I,S,S,S,S,S,S,S,S,S,S,S
GN163485,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN163500,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN163583,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165002,S,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN1650025,S,R,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN165003,S,I,I,R,S,S,S,S,R,S,R,S,S,R,R,S,S
GN165004,S,I,I,S,S,S,S,S,S,S,S,S,I,S,S,S,S
GN165005,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165006,S,I,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN165007,R,I,R,R,R,R,R,R,R,S,I,S,S,R,R,S,I
GN165008,S,I,I,S,S,S,S,S,S,S,I,S,S,S,S,S,S
GN165009,S,I,I,S,S,S,S,S,S,S,I,S,S,S,S,S,S
GN165010,S,S,R,S,S,S,S,S,S,S,I,S,S,S,S,S,S
GN165011,S,R,R,S,I,S,S,R,R,S,I,S,S,R,I,S,S
GN165012,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165014,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN165016,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165017,S,I,I,S,S,I,S,S,S,S,I,S,S,S,S,S,S
GN165019,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165022,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165023,S,R,R,S,S,I,S,I,R,S,S,S,S,S,R,S,R
GN165024,R,R,R,R,R,R,R,I,R,R,R,S,I,R,R,I,R
GN165027,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN165028,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN165029,R,R,R,R,R,R,S,I,R,S,R,S,S,R,R,S,R
GN165030,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN165031,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,I,S
GN165032,R,R,R,R,R,R,I,I,R,S,R,S,S,R,R,I,R
GN165034,S,R,R,S,S,I,S,S,R,S,S,S,S,R,R,S,S
GN165035,R,R,R,R,R,R,R,R,R,R,R,I,R,R,R,R,R
GN165036,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN165037,S,R,R,S,R,S,S,S,S,S,S,S,S,S,R,S,S
GN165041,S,R,R,S,S,S,S,I,R,S,S,S,S,R,R,I,R
GN165042,I,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN165043,R,R,R,R,I,R,I,I,R,S,R,S,R,R,R,I,S
GN171214,S,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN171217,S,R,R,R,I,R,I,I,R,S,R,S,S,R,R,I,S
GN171219,R,I,R,R,R,R,I,S,R,S,I,S,S,R,R,S,S
GN171235,R,I,I,S,S,S,S,S,I,S,S,S,S,S,R,S,S
GN171310,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN171336,S,R,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN171406,R,R,R,S,R,R,R,I,R,S,R,S,S,R,R,S,S
GN171441,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN171443,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN171465,R,I,R,R,I,R,R,S,R,S,I,S,S,R,R,S,S
GN171493,S,R,R,R,S,R,S,S,R,S,R,S,S,S,S,S,S
GN171625,R,R,R,R,R,R,R,R,R,S,R,S,I,R,R,R,R
GN171665,S,R,R,S,R,S,S,S,I,S,S,S,S,R,R,S,I
GN171706,S,R,I,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN171743,R,R,R,R,R,R,S,R,R,R,R,R,R,R,R,R,R
GN171839,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN171852,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN171854,S,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,I
GN171900,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN171903,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,I,R
GN171918,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN172032,R,R,R,S,S,R,S,S,R,S,R,S,S,S,R,S,S
GN172039,R,R,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN172055,S,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,I
GN172060,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN172061,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,S,I
GN172071,S,R,R,R,S,I,S,S,R,S,I,S,S,R,R,R,R
GN172074,S,R,R,R,S,R,S,S,R,S,I,S,S,R,R,R,R
GN172382,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN172408,R,R,R,S,R,R,I,I,R,S,R,S,S,R,R,S,S
GN172488,S,R,R,S,S,I,S,S,R,S,S,S,S,S,S,S,R
GN172499,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN172516,R,R,R,S,R,R,R,S,R,R,R,S,S,R,R,S,R
GN172531,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN172536,S,S,I,S,S,S,S,S,I,S,S,S,S,S,S,R,S
GN172544,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN172558,S,R,R,R,R,R,I,I,R,S,I,S,S,R,R,S,S
GN172561,S,R,R,R,R,R,I,I,R,S,I,S,S,R,R,S,S
GN172563,S,R,R,R,S,R,S,I,R,S,I,S,S,S,R,S,S
GN172566,S,S,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN172573,S,I,I,S,S,S,S,S,I,S,S,S,S,S,I,I,S
GN172582,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN172594,R,I,R,S,S,S,S,R,I,S,S,S,S,R,S,S,S
GN172601,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN172605,R,I,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN172634,S,R,R,R,R,R,S,I,R,S,I,S,S,R,R,S,S
GN172646,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R
GN172651,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN172662,S,I,R,R,I,R,S,S,S,S,R,S,S,R,R,S,S
GN172712,S,I,R,R,R,R,I,S,R,S,I,S,S,R,R,S,S
GN172747,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN172749,S,R,R,R,R,R,S,R,R,S,R,S,R,R,R,S,I
GN172753,S,I,R,S,I,R,S,S,R,S,R,S,S,R,R,S,S
GN172758,S,R,R,R,S,R,S,S,R,S,R,S,S,S,I,S,I
GN172769,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN172770,S,R,R,S,R,R,S,S,I,S,R,S,R,R,R,I,R
GN172811,R,R,R,R,I,S,R,I,I,S,S,R,R,R,R,R,R
GN172828,S,S,R,S,S,S,S,S,R,S,I,S,S,S,R,S,R
GN172833,R,I,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN172840,R,I,R,R,R,R,I,S,R,S,I,S,S,R,R,S,S
GN172844,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN172853,R,I,R,R,S,R,I,S,R,S,I,S,S,R,R,S,I
GN172859,S,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R
GN172867,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN172911,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN172925,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,R,R
GN172928,S,R,I,S,S,S,S,S,I,R,S,S,S,S,R,S,S
GN172978,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN172997,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN172998,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN173038,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN173040,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,I
GN173041,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,I,I
GN173050,S,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,S
GN173054,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,S,R
GN173065,S,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R
GN173142,S,R,R,S,R,R,S,S,S,S,I,S,S,R,R,R,R
GN173143,S,I,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN173161,S,R,R,S,S,R,S,S,I,S,R,S,S,S,R,S,R
GN173166,S,R,R,S,I,S,S,R,R,S,S,S,S,R,R,S,R
GN173168,R,I,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN173170,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN173179,S,I,R,R,R,R,S,R,R,S,R,S,I,R,R,I,I
GN173183,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,R
GN173190,R,I,R,R,R,R,R,S,R,S,I,S,S,R,R,S,S
GN173191,S,I,R,R,I,R,S,S,R,S,R,S,S,R,R,S,I
GN173194,R,R,R,S,I,R,S,S,R,S,R,S,S,R,R,S,R
GN173203,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN180015,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,I
GN180020,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN180021,R,I,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN180028,S,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R
GN180133,S,I,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN180234,R,R,R,R,I,R,R,S,R,R,R,S,R,R,R,R,R
GN180332,S,I,R,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN180339,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN180369,R,R,R,R,I,R,R,S,R,S,I,S,S,R,R,S,S
GN180374,S,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,I
GN180378,S,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,R
GN180385,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN180468,R,R,R,R,S,R,S,S,R,S,S,S,S,R,S,S,S
GN180470,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,S,R
GN180472,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN180517,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN180518,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN180520,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN180521,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,R
GN180523,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN180535,R,R,R,S,R,R,R,R,R,R,R,R,R,R,R,R,R
GN180558,R,R,R,R,R,R,R,S,S,I,R,S,S,R,R,S,S
GN180567,R,R,R,R,R,R,I,R,R,S,R,R,R,R,R,R,R
GN180641,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN180642,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,S
GN180680,R,R,I,R,S,R,R,S,R,S,R,S,S,S,I,S,S
GN180681,S,R,R,R,R,R,S,R,I,S,R,R,R,R,R,R,R
GN180711,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN180712,R,R,R,R,R,R,R,R,R,I,R,S,S,R,R,S,I
GN180720,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,I,R
GN180721,R,R,R,R,S,R,R,S,R,S,R,S,S,S,I,S,I
GN180722,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN180761,R,R,R,R,R,R,S,R,R,S,R,S,S,R,R,S,S
GN180762,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN180765,R,R,R,R,S,R,R,R,R,S,I,S,S,S,S,S,S
GN180768,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN180771,R,R,R,R,S,R,R,S,R,S,R,S,S,S,S,S,S
GN180775,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN180780,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN180782,S,R,I,S,S,R,S,S,R,S,I,S,S,S,S,S,S
GN180783,R,I,R,S,R,R,R,R,S,S,I,S,S,R,R,S,S
GN180861,R,R,R,S,I,R,R,S,I,R,I,S,S,R,R,S,R
GN180864,S,R,R,R,I,R,S,S,R,S,I,S,S,R,R,S,S
GN180946,R,R,R,S,S,R,I,R,R,S,R,S,S,R,R,S,R
GN180948,S,R,R,S,I,R,S,S,S,S,I,S,S,R,R,S,S
GN180953,R,R,R,S,R,R,I,S,I,S,R,S,S,R,R,S,R
GN180955,S,R,I,R,S,R,I,S,R,S,R,S,S,S,S,S,S
GN181020,S,R,R,R,R,R,I,S,R,S,S,S,S,R,R,S,S
GN181022,S,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN181079,S,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,R
GN181095,S,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,S
GN181108,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN181110,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN181120,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN181204,S,R,R,S,S,R,S,S,R,S,I,S,I,R,R,S,I
GN181205,R,I,R,R,S,S,R,S,R,S,I,S,S,R,R,S,S
GN181208,R,I,R,R,R,R,S,S,R,S,I,S,S,R,R,S,S
GN181211,S,R,R,R,I,R,S,S,R,S,R,S,R,R,R,S,R
GN181340,S,I,I,S,S,S,S,S,S,S,S,S,S,S,R,S,S
GN181343,R,I,R,R,R,R,R,S,R,R,I,S,S,R,R,S,S
GN181349,S,R,R,S,R,R,R,S,R,R,S,S,S,R,R,R,S
GN181353,S,R,R,S,R,R,I,R,I,S,R,S,I,R,R,I,R
GN181354,R,R,R,R,R,R,R,I,R,R,I,S,I,R,R,S,R
GN181364,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,R
GN181365,S,I,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN181445,R,S,R,R,I,R,R,I,R,S,R,S,S,R,R,S,R
GN181468,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN181483,S,R,I,S,S,S,S,S,S,S,S,S,S,S,I,S,I
GN181488,R,S,R,R,R,R,R,I,R,R,R,S,I,R,R,S,R
GN181609,S,S,R,S,I,S,S,S,S,S,S,S,S,R,S,S,S
GN181653,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN181672,S,R,R,R,S,R,S,S,R,S,R,S,S,S,R,S,I
GN181675,S,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN181680,S,R,R,R,I,R,S,S,R,S,I,S,S,R,R,I,R
GN181681,S,R,R,S,S,R,S,S,S,S,R,S,S,S,I,S,S
GN181683,R,R,R,R,R,R,S,R,R,S,R,R,R,R,R,R,R
GN181692,R,I,R,R,R,R,R,I,R,S,R,S,S,R,R,S,I
GN181694,R,I,R,R,R,R,S,S,R,S,I,S,R,R,R,I,R
GN181704,S,S,I,S,S,S,S,S,S,S,S,S,S,S,R,S,I
GN181706,S,R,R,R,R,R,S,S,S,S,R,S,I,R,R,S,R
GN181708,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,R,R
GN181711,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN181712,I,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,I
GN181717,I,I,R,R,R,R,I,R,I,S,S,R,R,R,R,R,R
GN181725,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN181914,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN181915,R,R,R,S,R,R,R,R,I,R,R,S,S,R,R,S,R
GN181918,R,R,R,S,R,R,R,R,I,R,R,I,R,R,R,S,R
GN181919,S,S,R,S,I,I,S,S,S,S,S,S,S,R,R,S,R
GN181921,S,S,I,S,S,R,S,S,I,S,S,S,S,S,R,S,S
GN181924,R,R,R,R,R,R,R,S,R,S,R,I,S,R,R,S,S
GN181926,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN181927,R,R,R,S,S,R,S,S,S,S,S,S,S,S,R,S,S
GN181930,R,R,R,S,R,R,R,R,S,R,R,S,S,R,R,S,R
GN181932,R,I,R,S,R,R,R,R,I,R,R,S,R,R,R,I,R
GN182010,S,I,R,R,R,R,S,R,R,S,I,S,S,R,R,I,R
GN182092,S,I,R,S,R,S,S,R,S,S,S,R,R,R,R,R,R
GN182101,R,I,R,R,S,R,R,R,R,S,R,S,S,S,R,R,I
GN182147,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,R
GN182148,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN182149,S,I,R,R,R,R,I,S,R,S,R,S,S,S,R,S,S
GN182152,S,R,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN182153,S,I,R,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN182154,S,I,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN182201,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN182212,R,R,I,R,R,R,R,R,R,R,R,R,R,S,R,R,R
GN182219,S,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN182354,R,R,R,R,S,R,R,S,R,S,I,S,S,R,R,S,S
GN182356,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN182421,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,I,R
GN182423,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN182424,R,R,R,R,R,R,R,R,R,S,R,S,I,R,R,I,R
GN182425,R,R,R,R,R,R,I,R,R,S,R,S,I,R,R,S,R
GN182426,R,R,R,R,I,R,R,I,R,S,R,S,S,R,R,S,R
GN182526,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,I,S
GN182534,S,R,I,S,R,S,I,S,R,S,R,S,S,R,R,S,S
GN182542,S,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,I
GN182707,R,R,R,R,I,R,R,S,S,S,R,S,S,R,R,S,I
GN182866,S,R,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN182872,R,R,R,S,S,R,S,S,I,S,I,S,S,S,R,S,S
GN182873,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,I,R
GN182876,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN182882,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,I,R
GN182883,R,R,I,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN182889,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,I
GN182897,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,I
GN182898,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN183028,S,R,I,S,R,R,S,S,S,S,I,S,S,R,R,S,S
GN183029,S,R,I,S,S,S,S,S,S,S,S,S,S,R,R,I,S
GN183030,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN183034,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R
GN183042,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,I,I
GN183047,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,R
GN183054,S,R,R,R,I,R,S,S,R,S,R,S,S,R,R,S,I
GN183185,S,R,R,R,S,R,I,I,S,S,S,S,S,S,R,S,S
GN183187,S,R,R,R,R,R,I,I,R,S,S,S,S,S,R,S,I
GN183191,S,R,R,R,R,R,I,I,R,S,R,S,S,R,R,S,R
GN183205,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN183206,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,S
GN183207,S,R,I,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN183210,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,R,R
GN183221,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN183223,R,R,R,R,R,R,R,S,S,R,S,S,S,S,R,I,R
GN183227,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN183233,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN183243,S,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN183244,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN183245,R,R,R,R,R,R,R,R,S,R,S,S,S,R,R,S,I
GN183249,R,R,R,R,R,R,I,R,R,S,R,S,S,R,R,S,S
GN183255,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN183258,R,R,R,R,R,R,R,I,R,S,I,S,S,R,R,S,S
GN183261,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN183262,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,I
GN183263,S,R,I,S,S,R,S,S,R,S,R,S,S,R,R,S,S
GN183268,R,R,R,R,R,R,R,R,I,S,I,S,S,R,R,S,R
GN183270,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN183271,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN183272,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN183273,S,R,R,S,S,R,S,I,R,S,R,S,S,S,R,S,R
GN183274,S,R,R,S,S,R,S,S,R,S,R,S,S,S,R,S,I
GN183276,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN183489,R,R,R,R,R,R,R,S,I,S,R,S,S,R,R,S,S
GN183491,S,R,R,R,R,R,I,I,R,S,R,S,S,R,R,S,R
GN183597,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,S
GN183598,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN183602,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,S
GN183603,S,R,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN190090,R,I,I,R,R,S,I,S,I,S,S,S,S,R,R,S,S
GN190104,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,I
GN190109,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN190110,S,R,R,R,S,R,S,S,I,S,R,S,I,S,R,I,R
GN190114,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN190138,R,I,R,R,R,R,R,S,R,S,I,S,S,R,R,I,R
GN190141,R,I,R,R,R,R,R,R,R,R,I,I,R,R,R,R,R
GN190144,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN190145,R,R,R,R,I,R,I,S,R,S,R,S,S,R,R,S,S
GN190398,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN190406,R,I,R,R,R,R,S,S,R,S,I,S,S,R,R,S,R
GN190407,S,I,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN190430,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN190445,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN190447,R,R,R,S,R,R,R,R,I,R,R,R,R,R,R,R,R
GN190474,R,R,I,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN190552,S,R,R,S,S,R,S,S,S,S,R,S,S,S,S,S,S
GN190582,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN190599,S,S,I,S,S,S,S,S,S,S,S,S,S,S,I,S,S
GN190606,S,S,R,S,S,R,S,S,S,S,I,S,S,R,R,S,S
GN190611,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN190790,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN190791,R,I,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN190795,S,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN190796,S,I,R,R,R,R,S,S,R,S,I,S,S,R,R,S,S
GN190801,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN190806,R,R,R,R,R,R,I,R,R,S,R,S,S,R,R,I,R
GN190807,R,R,R,R,R,R,S,R,R,S,R,S,R,R,R,R,R
GN190808,R,R,R,S,R,R,R,R,R,S,R,R,R,R,R,R,R
GN190810,S,I,I,S,S,R,S,S,I,S,S,S,S,S,I,S,S
GN190933,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN191034,R,R,R,R,R,R,R,I,R,R,R,S,I,R,R,I,R
GN191038,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN191042,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN191048,S,R,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN191053,S,R,R,R,R,R,S,S,R,S,I,S,S,R,R,S,S
GN191058,S,R,R,R,R,R,S,R,R,S,R,S,S,R,R,I,S
GN191065,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
GN191081,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN191094,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN191097,R,R,R,R,R,R,S,S,R,S,I,S,S,R,R,S,S
GN191103,R,R,R,R,I,R,I,S,R,S,I,S,S,R,R,S,I
GN191104,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,I
GN191110,S,S,R,R,I,I,S,S,R,S,S,S,S,R,R,S,S
GN191126,S,R,R,R,S,S,S,S,R,S,S,S,S,R,R,S,S
GN191155,R,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R
GN191170,S,I,R,R,S,R,S,S,R,S,I,S,S,S,R,S,S
GN191184,S,R,R,S,S,R,S,R,I,S,R,S,R,R,R,I,R
GN191191,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN191192,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN191203,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R,R
