,GEN,NIT,SAM,SXT,CAZ,CIP,TOB,TZP,TCY,AMK,LVX,MEM,ETP,CZO,CXM,IPM,FOX
GCA_022089045,R,,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022089065,R,,R,R,S,R,I,S,R,S,I,S,,R,R,S,S
GCA_022089085,R,,R,R,R,R,I,I,R,S,R,S,,R,R,S,R
GCA_022089105,S,R,R,R,S,S,S,S,R,S,S,S,,R,S,S,S
GCA_022089125,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022089145,S,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022089155,R,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022089185,R,,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022089205,R,R,R,R,S,R,R,S,R,S,I,S,,R,R,S,I
GCA_022089225,S,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022089255,R,,R,R,R,R,R,I,R,S,R,S,,R,R,S,I
GCA_022089275,R,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022089295,R,R,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022089315,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022089335,R,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022089355,S,,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022089375,S,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022089395,S,,R,S,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022089415,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022089435,S,,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022089455,S,R,R,S,R,R,R,R,S,R,R,I,,R,R,R,R
GCA_022089475,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022089495,S,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022089515,S,,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022089535,S,,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022089555,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,R
GCA_022089575,R,,R,R,R,R,S,R,R,S,R,I,,R,R,S,R
GCA_022089595,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022089615,S,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022089635,R,,R,R,S,R,R,R,S,I,R,S,,S,I,S,S
GCA_022089655,S,,R,R,R,R,R,R,I,R,R,R,,R,R,R,R
GCA_022089675,R,,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022089695,R,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022089715,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022089735,S,,R,S,R,R,S,I,S,S,R,S,,R,R,S,S
GCA_022089755,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022089795,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022089815,S,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022089835,R,R,R,R,R,R,R,I,R,S,R,S,,R,R,S,S
GCA_022089855,S,R,R,R,R,R,R,R,I,I,R,R,,R,R,R,R
GCA_022090835,S,,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022090875,R,,R,R,R,R,R,S,R,S,S,S,,R,R,S,S
GCA_022090895,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022090935,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,S
GCA_022090945,S,R,R,R,R,R,S,R,R,S,R,R,,R,R,R,R
GCA_022090975,R,R,R,S,R,R,R,R,S,I,R,S,,R,R,S,R
GCA_022091015,R,,R,R,R,R,I,R,S,S,R,R,,R,R,R,I
GCA_022091075,R,,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022091095,R,R,R,R,R,R,R,R,R,S,R,S,,R,R,S,R
GCA_022091115,S,R,R,R,R,R,R,R,S,I,R,R,,R,R,R,R
GCA_022091155,S,R,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022091175,S,R,R,R,R,R,S,R,S,S,R,S,,R,R,S,R
GCA_022091195,R,,I,R,R,R,R,R,S,R,R,S,,R,R,S,I
GCA_022091215,R,,R,R,R,R,R,S,R,S,I,S,,R,R,S,S
GCA_022091235,R,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022091255,S,,R,R,R,R,R,R,R,R,R,S,,R,R,S,I
GCA_022091275,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022091295,R,,R,R,R,R,S,R,R,S,R,R,,R,R,S,R
GCA_022091315,S,,R,R,R,R,S,R,I,S,R,S,,R,R,S,R
GCA_022091335,R,S,R,R,R,R,S,R,S,S,R,S,,R,R,S,S
GCA_022091355,S,,R,R,R,R,R,R,R,I,R,S,,R,R,S,R
GCA_022091375,S,,R,S,R,R,R,R,R,I,R,S,,R,R,S,S
GCA_022091395,R,,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022091415,S,,R,S,R,R,S,R,S,S,R,S,,R,R,S,I
GCA_022091435,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022091475,S,,R,R,R,R,R,R,I,I,R,S,,R,R,S,R
GCA_022091495,R,,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022091515,S,R,R,R,R,S,S,I,R,S,S,S,,R,R,S,R
GCA_022091535,S,R,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022091555,R,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022091575,R,,R,R,R,R,R,R,R,S,R,R,,R,R,R,R
GCA_022091595,R,R,R,R,R,R,S,R,S,S,R,R,,R,R,R,R
GCA_022091615,R,R,R,R,R,R,R,R,S,S,R,S,,R,R,S,R
GCA_022091635,I,R,R,R,R,R,R,R,S,R,R,R,,R,R,R,R
GCA_022115005,R,,R,R,R,R,R,R,S,I,R,S,,R,R,S,I
GCA_022115025,R,R,R,R,R,R,I,R,R,S,R,R,,R,R,R,R
GCA_022115035,S,R,I,S,R,R,R,S,S,I,R,S,,R,R,S,S
GCA_022115075,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022115095,S,R,R,R,R,R,S,S,S,S,R,S,,R,R,S,S
GCA_022115115,S,,R,R,R,R,S,R,S,S,R,S,,R,R,R,I
GCA_022115135,S,,R,R,R,R,I,S,R,S,R,S,,R,R,S,S
GCA_022115155,R,,R,R,R,R,S,R,R,S,R,S,,R,R,S,R
GCA_022115175,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022115195,S,,R,R,R,R,R,R,S,I,R,S,,R,R,S,S
GCA_022115255,R,R,R,R,R,R,R,R,S,S,R,R,,R,R,I,R
GCF_001701355,S,,R,R,R,R,R,R,I,I,,R,,R,,R,R
GCF_001701365,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701395,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701425,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701445,S,,R,R,R,R,R,R,S,R,,R,,R,,R,R
GCF_001701475,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701495,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701505,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701525,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701555,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701815,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701835,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701845,S,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001701895,R,,R,R,R,R,I,R,S,S,,R,,R,,R,R
GCF_001701915,S,,R,R,R,R,R,R,S,S,,R,,R,,R,R
GCF_001701925,S,,R,R,R,R,R,R,S,I,,R,,R,,R,R
GCF_001701975,S,,R,R,R,R,R,R,S,S,,R,,R,,R,R
GCF_001701985,S,,R,R,R,R,I,R,R,S,,R,,R,,R,R
GCF_001702005,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001702035,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001702045,R,,R,R,R,R,R,R,R,R,,R,,R,,R,R
GCF_001704235,I,,R,R,,R,I,,R,S,R,R,R,R,,R,R
GCF_001874695,R,,R,R,R,R,R,R,S,S,R,I,R,R,,S,R
GCF_001874715,S,,R,S,R,R,S,R,S,S,S,I,R,R,,S,R
GCF_001874725,R,,R,R,R,R,R,R,R,S,R,S,S,R,,S,R
GCF_001874865,S,,R,S,R,S,S,R,I,S,S,S,R,R,,R,R
GCF_001874875,I,,R,R,R,R,I,R,R,S,R,R,R,R,,R,S
GCF_001875025,S,,R,R,R,R,R,R,R,S,R,R,R,R,,R,R
GCF_001875045,S,,R,R,R,R,R,R,R,S,R,R,R,R,,R,R
GCF_001875055,S,,R,R,R,R,R,R,R,I,R,R,R,R,,R,R
GCF_001875075,R,,R,S,R,S,I,S,S,S,S,I,R,R,,S,R
GCF_001875105,R,,R,R,R,R,R,R,R,R,R,R,R,R,,R,R
GCF_001875125,R,,R,R,R,R,R,R,R,R,R,R,R,R,,R,R
GCF_001875135,R,,R,R,R,R,R,R,S,S,R,R,R,R,,S,R
GCF_001922465,R,,R,R,R,R,R,R,R,R,R,R,R,R,,R,R
GN060006,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN060059,S,R,I,R,S,S,S,S,S,S,S,S,S,S,I,S,S
GN060174,S,R,I,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN060284,R,R,R,R,S,R,I,R,R,S,I,S,S,R,R,S,S
GN060337,R,I,R,R,R,R,R,S,R,R,R,S,I,R,R,R,R
GN060371,R,I,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN060426,R,R,R,R,R,R,R,R,I,R,R,S,R,R,R,R,R
GN060431,S,I,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN060477,R,R,R,R,R,R,R,I,R,R,R,S,I,R,R,I,R
GN060538,S,R,R,R,S,S,S,R,R,S,S,S,S,R,S,S,S
GN060554,S,I,R,S,R,S,S,R,R,S,S,S,S,R,I,S,S
GN060609,S,I,I,R,S,S,S,S,S,S,S,S,S,S,I,S,S
GN060622,R,I,R,R,S,R,R,S,R,R,S,S,S,R,R,S,S
GN060650,R,I,R,R,S,R,S,S,R,S,S,S,S,R,R,S,S
GN060780,S,R,R,R,R,R,S,R,S,S,I,S,S,R,R,S,S
GN060831,R,I,R,S,S,R,I,S,R,S,R,S,S,R,R,S,I
GN060835,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN060873,S,R,R,S,S,I,S,S,R,S,I,S,S,R,R,S,I
GN060952,R,R,R,R,S,R,R,R,I,R,R,S,S,S,I,S,R
GN060971,R,R,R,S,S,R,R,S,I,R,R,S,S,S,R,S,R
GN060973,R,R,R,R,S,R,R,S,R,R,R,S,S,R,R,S,S
GN061012,S,I,S,S,S,S,S,S,R,S,R,S,S,S,S,S,R
GN061037,S,I,I,S,S,S,S,S,R,S,S,S,S,S,R,S,S
GN061050,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,I,R
GN061104,R,I,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN061127,S,I,R,S,S,S,S,S,I,S,S,S,S,S,I,S,S
GN061158,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN061179,R,R,R,S,R,I,S,S,R,S,S,S,S,S,R,S,R
GN061183,I,R,R,S,S,R,R,S,I,S,R,S,S,S,R,S,R
GN061215,R,R,R,R,R,R,R,S,R,I,R,S,S,R,R,S,R
GN061413,R,R,R,R,R,R,R,S,S,R,R,S,S,R,R,S,R
GN061543,S,I,R,R,S,R,R,S,R,R,R,S,S,S,R,S,I
GN061579,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,R
GN070137,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN070138,S,R,I,R,S,R,S,S,R,S,I,S,S,S,S,S,S
GN070139,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN070141,S,I,I,R,S,R,S,S,S,S,S,S,S,S,I,S,S
GN070150,R,S,R,R,S,R,R,S,S,S,S,S,S,R,R,S,S
GN070180,R,R,R,R,S,R,R,R,R,S,R,S,S,R,R,S,R
GN070244,R,S,R,R,S,R,S,S,S,S,R,S,S,R,R,S,S
GN070331,R,R,I,S,S,I,S,S,S,S,S,S,S,R,R,S,S
GN070364,R,R,R,R,S,S,R,S,S,S,S,S,S,S,S,S,S
GN070407,S,I,R,R,R,S,S,S,R,S,S,S,S,R,R,S,S
GN070465,R,I,R,R,R,R,R,S,R,S,R,S,S,R,R,I,R
GN070473,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN070479,R,I,R,R,R,R,R,S,R,R,R,S,S,R,R,I,R
GN070519,R,R,R,R,S,R,R,S,R,R,R,S,S,R,R,S,I
GN070538,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,S
GN070585,R,I,R,R,S,R,S,R,S,S,R,S,S,R,R,S,S
GN070645,R,R,R,R,S,R,R,I,R,S,R,S,S,S,R,S,R
GN070675,S,R,R,R,S,R,S,S,R,S,R,S,S,S,S,S,S
GN070752,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN070754,R,R,R,R,S,R,R,R,R,R,R,S,S,R,R,S,I
GN070764,R,R,R,S,S,R,S,S,R,S,S,S,S,S,I,S,S
GN070769,R,R,R,S,S,R,R,S,R,S,S,S,S,R,R,S,S
GN070771,R,R,R,R,S,R,R,R,R,R,R,S,S,R,I,I,I
GN070774,S,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R
GN070784,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,S
GN070785,R,I,R,R,S,R,S,S,R,S,I,S,S,R,R,S,I
GN070813,S,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN070868,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN070876,S,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,S
GN070986,R,I,R,R,S,R,R,S,S,S,R,S,S,R,R,S,S
GN071024,S,I,R,S,S,S,S,S,R,S,S,S,S,S,I,S,S
GN071025,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN071051,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN071056,S,I,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S
GN071057,S,R,R,R,S,R,R,S,R,S,R,S,S,S,R,S,I
GN071078,R,I,R,R,S,R,R,S,R,S,I,S,S,S,S,S,S
GN071081,R,I,R,R,R,R,R,R,R,R,R,S,S,R,R,I,R
GN071084,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN071124,R,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,S
GN071161,R,R,R,S,S,S,R,S,R,S,S,S,S,S,S,S,S
GN071187,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN071197,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN071209,R,R,R,R,R,R,R,R,R,S,R,S,I,R,R,I,R
GN071212,R,R,R,S,R,S,R,I,R,S,S,S,S,R,S,S,I
GN071236,S,R,R,R,S,R,S,S,R,S,I,S,S,R,I,S,S
GN071257,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,R
GN071268,S,I,I,R,R,R,S,S,R,S,R,S,S,S,R,S,R
GN071360,S,I,R,S,R,R,S,S,R,S,I,S,S,R,R,S,R
GN071376,R,R,R,R,R,R,R,S,R,R,R,S,S,S,R,S,I
GN071381,S,S,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN071400,S,I,I,S,S,S,S,S,R,S,I,S,S,S,R,S,I
GN071403,R,I,R,S,R,R,R,R,R,R,I,S,I,R,R,S,R
GN071501,S,I,I,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN071600,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN080028,R,I,R,R,R,S,I,S,R,S,S,S,S,R,R,S,S
GN080030,S,I,R,R,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080032,R,I,I,R,S,I,I,S,R,S,S,S,S,S,R,S,S
GN080051,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,I,R
GN080065,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080095,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080104,R,R,R,R,R,R,R,R,R,S,R,S,R,R,R,I,R
GN080146,S,R,R,S,R,I,S,S,S,S,S,S,S,R,R,S,I
GN080173,S,R,R,R,S,R,I,S,R,S,I,S,S,S,S,S,S
GN080265,R,R,R,R,I,R,I,S,R,S,I,S,S,R,R,S,R
GN080296,S,I,R,R,R,S,S,R,R,S,S,S,S,R,R,S,S
GN080360,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,R
GN080406,R,S,R,S,S,R,I,S,S,S,I,S,I,R,R,R,R
GN080408,R,S,R,S,S,S,I,S,S,S,S,S,I,R,R,R,R
GN080409,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080431,S,I,R,R,S,S,S,S,S,S,S,S,S,S,I,S,S
GN080432,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S,I
GN080436,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080446,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,I,S
GN080451,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN080469,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,S
GN080495,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,I,I
GN080499,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN080512,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,S
GN080543,S,I,I,S,S,S,S,S,I,S,S,S,S,S,R,S,S
GN080545,S,R,R,R,R,R,I,I,R,S,R,S,S,R,R,S,I
GN080546,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,I,S
GN080549,S,R,R,R,R,R,R,I,R,S,R,S,S,R,R,R,R
GN080556,R,R,R,R,R,R,R,R,R,S,R,S,I,R,R,R,R
GN080560,R,R,R,R,R,R,R,R,S,S,R,S,S,R,R,R,R
GN080568,R,R,R,R,R,R,R,I,S,S,R,S,I,R,R,R,R
GN080716,S,R,R,S,S,S,S,R,R,S,S,S,S,S,R,S,S
GN080724,R,R,R,R,R,R,R,R,R,R,R,S,R,R,R,R,R
GN080764,S,R,I,S,S,S,S,I,I,S,S,S,S,S,R,S,S
GN080784,S,R,I,S,S,S,S,S,I,S,S,S,S,S,R,R,S
GN080834,R,R,R,R,R,R,S,R,R,R,R,S,S,R,R,R,R
GN080837,R,R,R,S,R,R,R,S,I,R,R,S,I,R,R,R,R
GN080856,S,I,R,S,S,S,S,S,R,S,S,S,S,S,S,S,S
GN080884,S,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN080924,R,R,R,R,I,S,R,I,R,R,S,S,S,R,R,S,S
GN080964,R,R,R,R,R,R,R,R,R,S,R,S,S,R,R,S,I
GN080965,R,I,R,R,S,R,S,R,R,S,R,S,S,R,R,S,R
GN080969,R,I,R,R,S,R,I,R,R,S,R,S,S,R,R,S,S
GN080992,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,R,I
GN080995,R,R,R,R,R,R,R,I,S,S,R,S,S,R,R,R,S
GN081014,S,R,R,S,S,R,S,S,S,S,R,S,S,R,R,S,S
GN081020,R,R,R,R,R,R,R,I,R,R,R,S,I,R,R,R,R
GN081023,S,R,R,R,I,S,S,S,S,S,S,S,S,R,R,S,S
GN081045,R,R,R,R,S,R,R,S,R,R,R,S,S,R,R,S,I
GN081060,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,I
GN081061,S,R,R,S,S,R,S,S,I,S,R,S,S,S,R,S,R
GN081066,R,R,R,R,I,R,R,S,R,S,R,S,S,R,R,S,I
GN081073,S,R,R,S,S,R,S,S,I,S,R,S,S,R,R,S,R
GN081083,R,R,R,S,S,R,S,S,R,S,R,S,S,S,R,I,S
GN081117,S,R,I,S,S,R,S,S,I,S,S,S,S,S,R,S,S
GN081126,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,I,R
GN081133,R,R,R,R,R,R,R,R,R,S,R,S,I,R,R,R,R
GN081137,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,R
GN081138,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,S,R
GN081148,S,R,I,S,S,S,S,S,I,S,S,S,S,S,S,S,S
GN081154,S,R,R,S,S,S,S,S,R,S,S,S,S,S,S,I,S
GN081158,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN081210,R,R,R,S,R,R,R,I,I,R,R,S,S,R,R,R,R
GN081212,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,R,R
GN081219,R,R,R,S,R,R,R,R,I,R,R,S,I,R,R,R,R
GN081221,S,R,I,S,S,R,S,S,S,S,R,S,S,S,R,S,S
GN081264,R,R,R,R,R,S,R,S,R,R,R,S,S,R,R,S,R
GN081266,R,R,R,R,R,R,R,I,R,S,R,S,S,R,R,S,R
GN081270,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,I
GN081280,R,I,R,R,R,R,R,I,R,S,R,S,S,R,R,S,I
GN081281,S,I,R,R,R,S,R,S,S,S,R,S,S,S,R,S,S
GN081287,R,I,R,R,R,R,R,I,R,S,R,S,R,R,R,S,R
GN081296,R,I,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN081316,S,I,R,R,S,S,S,R,S,S,S,S,S,R,S,S,S
GN081321,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN090121,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090122,S,R,I,S,S,S,S,S,S,S,S,S,S,R,S,S,S
GN090123,R,R,R,R,S,R,R,R,R,R,R,S,S,R,R,S,S
GN090124,S,R,R,R,S,R,I,S,S,S,R,S,S,R,R,S,I
GN090128,R,R,R,R,I,R,R,R,R,R,R,S,S,R,R,S,R
GN090167,R,I,R,R,S,R,S,S,R,S,R,S,S,R,R,S,I
GN090168,R,R,R,R,R,R,R,S,R,R,R,S,I,R,R,R,R
GN090190,S,I,R,S,S,S,S,S,S,S,S,S,S,R,R,I,S
GN090197,R,R,R,R,S,R,R,S,R,R,R,S,S,R,R,S,S
GN090199,R,I,R,R,S,R,R,S,R,R,I,S,S,R,R,S,S
GN090204,R,R,R,R,R,R,S,R,R,S,R,S,S,R,R,R,R
GN090208,S,S,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN090336,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090395,R,R,R,R,R,R,R,S,R,R,R,S,R,R,R,R,R
GN090415,R,R,R,S,S,R,I,S,R,S,I,S,S,S,R,S,R
GN090446,R,R,R,R,S,R,R,S,R,S,R,S,S,R,R,S,I
GN090479,S,R,I,S,S,S,S,S,R,S,S,S,S,S,I,S,I
GN090480,R,I,R,R,R,S,I,S,R,S,S,S,S,R,R,S,S
GN090497,S,S,R,S,S,I,S,S,S,S,S,S,S,S,S,S,S
GN090499,R,I,R,R,S,R,R,S,R,S,R,S,S,R,R,S,S
GN090509,R,R,R,R,S,R,S,S,S,S,I,S,S,R,I,S,R
GN090536,R,R,I,R,S,R,S,S,S,S,S,S,S,R,I,S,I
GN090555,S,R,R,R,R,R,R,S,R,R,R,S,R,S,R,S,R
GN090573,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090596,R,R,R,R,S,R,R,I,R,R,R,S,S,S,I,S,I
GN090658,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,S
GN090662,R,I,R,R,R,R,R,R,S,R,R,S,I,R,R,S,R
GN090667,R,S,R,R,R,R,R,I,S,R,I,S,S,R,R,S,R
GN090710,R,R,R,R,S,R,R,S,R,S,R,S,S,R,I,S,S
GN090791,R,R,R,R,R,R,R,I,R,R,R,S,S,R,R,S,R
GN090802,R,R,R,S,R,S,S,R,R,S,S,S,S,R,S,S,S
GN090810,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090857,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,S
GN090860,R,S,R,S,R,R,S,I,S,S,I,S,S,R,R,I,R
GN090863,R,S,R,S,R,R,R,R,R,R,S,S,R,R,R,I,R
GN090870,R,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,R
GN090873,R,R,R,R,R,R,I,S,R,S,R,S,S,R,R,I,R
GN090881,R,R,R,R,R,I,R,S,S,S,I,S,S,S,S,S,S
GN090882,R,R,R,S,S,R,I,S,R,S,I,S,S,R,R,S,R
GN090896,R,R,R,S,R,S,R,R,R,S,S,S,S,R,I,S,I
GN090897,S,R,I,S,S,R,S,S,R,S,S,S,S,S,S,S,S
GN090898,S,S,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090899,S,R,R,R,I,S,S,S,R,S,R,S,S,S,R,S,I
GN090902,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN090976,S,I,R,S,S,S,S,S,S,S,S,S,S,R,R,S,S
GN091009,S,R,I,R,R,R,I,S,R,S,R,S,S,R,R,S,S
GN091011,R,R,R,R,R,R,R,R,S,R,R,S,S,R,R,I,R
GN091018,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN091021,S,R,R,R,R,R,R,S,R,S,R,S,S,R,R,S,I
GN091044,R,R,R,R,R,R,S,S,R,R,R,S,R,R,R,S,I
GN091054,R,I,R,R,R,I,S,S,R,S,S,S,S,S,S,S,S
GN091070,S,R,R,R,S,R,S,S,R,S,R,S,S,R,R,S,R
GN091090,S,R,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN091113,S,I,R,S,R,S,S,S,S,S,S,S,S,R,R,S,S
GN091233,R,R,R,R,R,R,R,S,R,R,R,S,S,R,R,S,R
GN091235,R,R,R,R,R,R,R,R,R,R,R,S,I,R,R,S,I
GN091236,R,R,R,R,S,R,I,S,R,S,R,S,S,R,R,S,I
GN091242,R,R,R,R,R,R,R,R,R,R,R,S,S,R,R,S,R
GN091243,R,R,R,R,R,R,I,S,R,S,I,S,S,R,R,S,S
GN091245,R,R,R,R,S,R,I,S,R,S,R,S,S,S,S,S,S
GN091248,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN091257,S,I,I,S,S,S,S,S,S,S,S,S,S,S,S,S,S
GN091259,S,I,I,R,S,R,S,S,R,S,R,S,S,S,S,S,S
GN091261,R,R,R,R,R,I,R,S,S,R,I,S,S,R,R,I,R
GN091262,R,R,R,R,S,R,I,S,R,S,I,S,S,R,R,S,S
GN091263,I,R,R,R,R,R,S,S,R,S,R,S,S,R,R,S,I
GN091454,R,I,R,R,R,R,R,S,R,R,I,S,S,R,R,I,R
GN091531,S,I,I,R,S,R,R,S,R,S,I,S,S,R,S,S,S
GN091547,R,I,R,R,R,R,I,R,R,S,R,S,S,R,R,S,S
GN091552,S,I,R,R,S,S,S,S,S,S,S,S,S,R,S,S,S
GN091554,R,R,R,R,R,I,I,S,R,S,I,S,S,R,R,S,R
GN091566,S,R,I,R,S,R,S,S,R,S,R,S,S,S,S,S,S
